plz,city
3636,Forst
3623,Horrenbach
3624,Schwendibach
3645,Zwieselberg
3376,Berken
3366,Bollodingen
3367,Ochlenberg
4704,Wolfisberg
6289,HÑmikon
6277,Lieli
6284,Sulz LU
6038,Honau
8777,Betschwanden
8774,Leuggelbach
3216,Agriswil
3215,BÅchslen
3280,Greng
3213,Kleinbîsingen
3212,Kleingurmels
3215,Lurtigen
3206,Wallenbuch
4583,Aetigkofen
3254,Balm b. Messen
4584,GÑchliwil
4556,Bolken
4556,BurgÑschi
4566,Halten
4558,Heinrichswil
4554,HÅniken
4566,Oekingen
4556,Steinhof SO
4558,Winistorf
4535,Kammersrohr
4436,Liedertswil
9057,Schwende
7456,Marmorera
7130,Schnaus
7116,St. Martin
7415,Pratval
7423,Portein
7027,Calfreisen
5619,Uezwil
2912,RÇcläre
1820,Veytaux
5012,Eppenberg
8905,Islisberg
5637,Geltwil
5058,Wiliberg
8580,Hefenhofen
8586,Buchackern
8586,Engishofen
8586,Ennetaach
8253,Willisdorf
8546,Kefikon TG
8553,Eschikofen
8553,Harenwilen
8553,Mettendorf TG
8573,Alterswilen
8573,Altishausen
8566,Ellighausen
8566,Lippoldswilen
8274,Gottlieben
8585,Schînenbaumgarten
8585,Herrenhof
8564,Sonterswil
9562,Buch b. MÑrwil
9556,Zezikon
8512,Wetzikon TG
8360,Wallenwil
8537,Uerschhausen
8505,Dettighofen
8259,Rheinklingen
8572,Andhausen
8572,Graltshausen
8585,Birwinken
8572,Guntershausen Berg
8585,Klarsreuti
8575,Istighofen
8556,Engwang
8556,Illhart
6720,Ghirone
6724,Largario
6723,Marolta
6963,Cureggia
6814,Lamone
3995,Ausserbinn
3995,MÅhlebach (Goms)
3989,Ritzingen
3989,Selkingen
3995,Steinhaus
3957,Bratsch
3956,Guttet
3983,Bister
3983,Filet
3983,Goppisberg
3994,Martisberg
3940,Steg VS
9498,Planken
6212,Kaltbach
8525,Wilen b. Neunforn
2735,Malleray
1653,CrÇsuz
1626,Treyfayes
2027,Fresens
2933,Lugnez
2953,Pleujouse
1624,Progens
5012,Wîschnau
3984,Fieschertal
6814,Cadempino
4584,LÅterswil
8905,Arni AG
8553,HÅttlingen
3956,Feschel
9470,Werdenberg
8427,Freienstein
8427,Rorbas
1626,Rueyres-Treyfayes
1884,Arveyes
3963,Aminona
5053,Wittwil
6005,St. Niklausen LU
6995,Madonna del Piano
7226,Fajauna
7743,Miralago
8212,Nohl
8471,DÑgerlen
9030,Gaiserwald
9122,Ebersol
6341,Baar
6900,Paradiso
1754,Avry-sur-Matran
1783,Barberàche
1774,Montagny-les-Monts
1110,Morges 3
9029,St. Gallen
1585,Bellerive VD
2052,La Vue-des-Alpes
3656,Ringoldswil
4922,Thunstetten
1709,Fribourg
1400,Yverdon
8879,Pizolpark (Mels)
1195,Bursinel
6207,Nottwil SPZ
3000,Bern Radio Schweiz
3900,Brigerbad
8118,Pfaffhausen
5601,Lenzburg Sonderdst
1428,Provence
2715,ChÉtelat
1091,Chenaux
9028,St. Gallen
9027,St. Gallen
1811,Vevey
6600,Solduno
1723,Marly Grand PrÇ
3609,Thun
1723,Marly 1
6363,BÅrgenstock
8832,Wilen b. Wollerau
1754,Avry-Centre FR
5316,Felsenau AG
1775,Mannens
1775,Grandsivaz
1211,Genäve 14
8926,Hauptikon
8926,Uerzlikon
8036,ZÅrich Corona
1026,Echandens
1260,Nyon car postal
1400,Yverdon car postal
1951,Sion car postal
3900,Brig Postauto
8050,ZÅrich Postauto
8500,Frauenfeld Pauto
5405,DÑttwil AG
5406,RÅtihof
8106,Adlikon b.Regensdf
9400,Rorschach Zust
6343,Buonas
6343,Risch
6343,HolzhÑusern ZG
3945,Niedergampel
1965,Drìne (Saviäse)
1110,Morges Dist
1400,Yverdon Dist
3415,RÅegsauschachen
3415,Hasle b. Burgdorf
6363,FÅrigen
6410,Rigi Scheidegg
4571,LÅterkofen
8775,Luchsingen-HÑtzin
8070,ZÅrich
8071,ZÅrich CS PZ
1631,Bulle
3040,Bern
4040,Basel
6007,Luzern
8759,Netstal
9020,St. Gallen
6500,Bellinzona CS
8268,Salenstein
8522,Aawangen
9503,Lanterswil
8574,Oberhofen TG
6260,Hintermoos
1211,Genäve 71 CS CP
1279,Chavannes-Bogis LS
1215,Genäve ICC OLS
1950,Sion 4
6383,Wiesenberg
3000,Bern 71 CS PZ
4573,Lohn-Ammannsegg
9026,St. Gallen K AG
8152,Glattbrugg Zust
1988,Thyon-Les Collons
8965,Berikon 2 Dorf
8965,Berikon 1
5046,Schmiedrued-Walde
6031,Ebikon
6021,EmmenbrÅcke 1
6391,Engelberg
6281,Hochdorf
6011,Kriens
6061,Sarnen 1
6371,Stans
6431,Schwyz
8302,Kloten Kaserne
9025,St. Gallen Quelle
8725,Gebertingen
6900,Lugano 7
6907,Lugano 7 Caselle
1240,Genäve
9471,Buchs SG 1
9471,Buchs SG 3
1260,Nyon 2
1260,Nyon 1
1530,Payerne Caserne
8903,Birmensdorf ZH Kas
8180,BÅlach Kaserne
8600,DÅbendorf Kaserne
8500,Frauenfeld Kaserne
9401,Rorschach
9501,Wil SG 1
3000,Bern 77 SBV
5620,Bremgarten AG 2
5620,Bremgarten AG 1
8010,ZÅrich BZ
2800,DelÇmont car post
1211,Genäve 70
4509,Solothurn
6060,Sarnen 2
6060,Sarnen 2 BÅntenp.
6060,Sarnen 1
1958,Uvrier
1211,Genäve 5
1211,Genäve 84 Votation
9014,St. Gallen 14 Zust
3800,Interlaken Pauto
4000,Basel Postauto
6000,Luzern Postauto
8730,Uznach Postauto
9001,St. Gallen Postaut
4070,Basel
4524,Balmberg
4524,Oberbalmberg
6156,Luthern Bad
5400,Baden 1 Zustellung
6260,Mehlsecken
6602,Muralto
6161,Entlebuch
6677,Aurigeno
9201,Gossau SG
6900,Lugano 2
6600,Locarno 4 Solduno
8510,Frauenfeld
3050,Bern
6900,Lugano 8
6900,Lugano 4
6900,Lugano 6
7431,Obermutten
1892,Lavey-les-Bains
2575,Gerolfingen
3000,Bern 60 UPD
8260,Stein am Rhein 1
8260,Stein am Rhein 2
9214,Kradolf
1400,Yverdon Caserne
2013,Colombier NE Cas
1680,Romont Caserne
6032,Emmen Kaserne
1700,Fribourg Caserne
1211,Genäve 26 Caserne
6810,Isone Caserma
6616,Losone Caserma
6000,Luzern Kaserne
3250,Lyss Kaserne
8887,Mels Kaserne
6802,Rivera Caserma
1510,Moudon Caserne
1890,St-Maurice Caserne
1950,Sion Caserne
3380,Wangen Kaserne
6370,Stans Kaserne
6780,Airolo Caserma
3000,Bern 22 Kaserne
1145,Biäre Caserne
2900,Porrentruy Caserne
8640,Hurden
8086,ZÅrich R Digest
1630,Bulle 1
1630,Bulle 2
6460,Altdorf UR 1
6460,Altdorf UR 2 Ryn.
6460,Altdorf UR 2
1660,La LÇcherette
8085,ZÅrich Versich.
2075,Thielle
2075,Wavre
1721,Misery
3632,Oberstocken
1068,Les Monts-de-Pully
2010,NeuchÉtel OFS
8285,Kreuzlingen Ifolor
4039,Basel
1762,Givisiez Dist Ba
1950,Sion Dist Ba
3900,Brig Dist Ba
3600,Thun Dist Ba
2510,Biel/Bienne DistBa
8210,Schaffhausen DistB
9510,Wil SG Dist Ba
6593,Cadenazzo Dist Ba
1227,Carouge GE Dist
1225,Chàne-Bourg Dist
1196,Gland Distribution
1218,Grand-Saconnex D
1213,Petit-Lancy Dist
1219,Le Lignon Dist
1217,Meyrin Dist
1290,Versoix Dist
1860,Aigle Distribution
1030,Bussigny Dist
1023,Crissier 1 Dist
2540,Grenchen 1 Zust
4410,Liestal Zustellung
4242,Laufen Zustellung
4132,Muttenz 1 Zust
4142,MÅnchenstein 1 Zus
4104,Oberwil BL Zust
4702,Oensingen Zust
4133,Pratteln 1 Zust
4125,Riehen 1 Zust
4153,Reinach BL Zust
4106,Therwil Zustellung
5620,Bremgarten 1 Zust
5600,Lenzburg Zust
4313,Mîhlin Zustellung
4665,Oftringen 1 Zust
4310,Rheinfelden 1 Zust
4852,Rothrist Zust
8957,Spreitenbach Zust
5012,Schînenwerd Zust
5430,Wettingen 1 Zust
5610,Wohlen AG 1 Zust
4800,Zofingen Zust
6440,Brunnen Zust
6330,Cham Zustellung
6030,Ebikon Zustellung
6020,EmmenbrÅcke 1 Zust
6390,Engelberg Zust
6410,Goldau Zust
6052,Hergiswil NW Zust
6010,Kriens 2 Zust
6102,Malters Zust
6015,Luzern R'bÅhl Zust
6343,Rotkreuz Zust
6430,Schwyz Zust
6370,Stans Zust
6210,Sursee Zust
6130,Willisau Zust
1870,Monthey 1 Dist
3280,Murten Zustellung
8134,Adliswil 1 Zust
8910,Affoltern a.A.Zust
8580,Amriswil Zust
9320,Arbon Zustellung
8903,Birmensdorf Zust
9220,Bischofszell Zust
8180,BÅlach Zust
8157,Dielsdorf Zust
8307,Effretikon Zust
8424,Embrach Zustellung
8634,Hombrechtikon Zust
1350,Orbe Distribution
8280,Kreuzlingen 1 Zust
8700,KÅsnacht ZH Zust
8708,MÑnnedorf Zust
8706,Meilen Zust
1020,Renens VD 1 Dist
3960,Sierre Dist
8330,PfÑffikon ZH Zust
8105,Regensdorf 1 Zust
3930,Visp Zustellung
3963,C.-Montana 1 Dist
3123,Belp Zustellung
8590,Romanshorn Zust
8630,RÅti ZH Zustellung
8952,Schlieren Zust
3714,Frutigen Zust
8712,StÑfa Zustellung
8800,Thalwil Zustellung
3073,GÅmligen Zust
3360,Hbuchsee Zust
8820,WÑdenswil Zust
8636,Wald ZH Zustellung
4950,Huttwil Zustellung
8304,Wallisellen Zust
3800,Interlaken Zust
8570,Weinfelden Zust
3303,Jegenstorf Zust
8126,Zumikon Zust
8405,Winterthur 5 Zust
8406,Winterthur 6 Zust
3422,Kirchberg BE Zust
8408,Winterthur 8 Zust
8037,ZÅrich 37 Zust
4900,Langenthal 1 Zust
8050,ZÅrich 50 Zust
9050,Appenzell Zust
9100,Herisau 1 Zust
6850,Mendrisio Dist
3053,M'buchsee Zust
3110,MÅnsingen Zust
3322,Urtenen-S Zust
3700,Spiez Zustellung
3612,Steffisburg 1 Zust
3076,Worb Zustellung
3052,Zollikofen Zust
8340,Hinwil Zustellung
1212,Grand-Lancy Dist
8302,Kloten Zust
9200,Gossau SG 1 Zust
2400,Le Locle Dist
2740,Moutier 1 Dist
4123,Allschwil Zust
4144,Arlesheim Zust
4710,Balsthal Zust
4102,Binningen 1 Zust
4127,Birsfelden Zust
4414,FÅllinsdorf Zust
4563,Gerlafingen Zust
5200,Brugg AG 1 Zust
1274,Signy-Centre
9476,Fontnas
6000,Luzern 31
6000,Luzern 30 AAL
1211,Genäve 5 DÇpìt
5018,Erlinsbach
2800,DelÇmont Dist Ba
1310,Daillens Dist Ba
1310,Daillens Centre Co
1530,Payerne Dist
1630,Bulle 1 Dist
3550,Langnau i. E. Zust
6460,Altdorf UR 2 Zust
7270,Davos Zust
3000,Bern 94
8098,ZÅrich
1274,Signy
8066,ZÅrich
3400,Burgdorf Dist Fil
4620,HÑrkingen PZ
4620,HÑrkingen Dist Ba
8183,BÅlach Dist Ba
8325,Effretikon Dist Ba
8520,Frauenfeld PZ
8520,Frauenfeld Dist Ba
8343,Hinwil Dist Ba
9442,Berneck Dist Ba
8564,Hefenhausen
8564,Wagerswil
8586,Buch b. KÅmmertshs
9565,Oberbussnang
2950,Courtemautruy
1347,Le Solliat
1148,Villars-Bozon
1304,Allens
9470,Buchs SG Dist Fil
8867,Niederurnen Dist F
7302,Landquart Dist Ba
3960,Sierre Dist Fil
1630,Bulle Dist Fil
1196,Gland Dist Fil
5624,WaldhÑusern AG
8087,ZÅrich
3000,Bern 65
1066,Epalinges Dist
1033,Cheseaux Dist
3960,Niouc
4410,Liestal Dist Fil
1912,Produit (Leytron)
1912,Montagnon (Leytron
1912,Dugny (Leytron)
1914,Auddes-sur-Riddes
1932,Les Valettes
1933,Vens(Sembrancher)
1933,Chamoille
1933,La Garde
1941,Cries (Volläges)
1945,Fontaine Dessus
1945,Fontaine Dessous
1945,Dranse (Liddes)
1945,Chandonne (Liddes)
1945,Rive Haute(Liddes)
1945,Fornex(Liddes)
1945,Les Moulins VS
1945,Vichäres (Liddes)
1945,Palasuit (Liddes)
1945,Chez Petit(Liddes)
1945,Petit Vichäres
1947,Champsec
1955,Les VÇrines
1955,NÇmiaz (Chamoson)
1955,Grugnay (Chamoson)
1965,Roumaz (Saviäse)
1965,Granois (Saviäse)
1965,St-Germain
1965,Ormìne (Saviäse)
1965,Mayens-de-la-Zour
1966,Fortunau (Ayent)
1966,Luc (Ayent)
1966,St-Romain (Ayent)
1966,Saxonne (Ayent)
1966,Villa (Ayent)
1966,La Place (Ayent)
1966,Botyre (Ayent)
1966,Blignou (Ayent)
1966,Argnou (Ayent)
1969,Liez (St-Martin)
1969,Trogne (St-Martin)
1969,Suen (St-Martin)
1971,Champlan
1983,Lanna
1991,Arvillard (Salins)
1991,Pravidondaz
1991,Turin (Salins)
1991,MisÇriez (Salins)
1993,Cläbes (Nendaz)
1996,Brignon (Nendaz)
1992,La Vernaz
1992,Cràte-Ö-l'Oeil
1996,Bieudron (Nendaz)
1996,CondÇmines (Nendaz
1996,Saclentse
4078,Basel Reader's D.
1911,Mayens-de-Chamoson
1585,Cotterd
1873,Champoussin
2063,Fenin
2063,Saules
1873,Les Crosets
1095,Lutry Distribution
1052,Mont-Lausanne Dist
2013,Colombier NE Dist
2074,Marin-Epagnier Dis
2520,La Neuveville Dist
2710,Tavannes Dist
2720,Tramelan Dist
2735,Malleray-BÇv. Dist
2610,St-Imier Dist
1580,Avenches Dist
1510,Moudon Dist
3186,DÅdingen Zust
1680,Romont FR Dist
1844,Villeneuve VD Dist
1880,Bex Distribution
1233,Bernex Dist
1214,Vernier Dist
1180,Rolle Distribution
1040,Echallens Dist
3150,Schwarzenburg Zust
3177,Laupen BE Zust
3210,Kerzers Zust
3294,BÅren a.A. Zust
3415,Hasle-RÅegsau Zust
3855,Brienz BE Zust
3860,Meiringen Zust
4450,Sissach Zustellung
4460,Gelterkinden Zust
4512,Bellach Zustellung
4663,Aarburg Zust
4614,HÑgendorf Zust
5036,Oberentfelden Zust
5070,Frick Zustellung
5734,Reinach AG Zust
5722,GrÑnichen Zust
5630,Muri AG Zustellung
6280,Hochdorf Zust
6110,Wolhusen Zust
6260,Reiden Zustellung
6314,UnterÑgeri Zust
6060,Sarnen 2 Zust
6403,KÅssnacht SZ Zust
8965,Berikon 1 Zust
8132,Egg ZH Zust
8260,Stein a.Rh. 1 Zust
8730,Uznach Zustellung
8808,PfÑffikon SZ Zust
8832,Wollerau Zust
8840,Einsiedeln Zust
8854,Siebnen Zust
8750,Glarus Zustellung
9230,Flawil 1 Zust
9240,Uzwil Zustellung
9630,Wattwil Zust
9053,Teufen AR Zust
9300,Wittenbach Zust
9410,Heiden Zustellung
9450,AltstÑtten SG Zust
9424,Rheineck Zust
9435,Heerbrugg Zust
9430,St.Margrethen Zust
9470,Buchs SG 1 Zust
7013,Domat/Ems Zust
7302,Landquart Zust
7320,Sargans Zustellung
7310,Bad Ragaz Zust
8887,Mels Zustellung
8890,Flums Zustellung
7503,Samedan Zustellung
1222,VÇsenaz Dist
1965,Monteiller
9024,St. Gallen
4609,Olten
1772,Nierlet-les-Bois
8015,ZÅrich 15
1818,Montreux Redoute
1787,Mur (Vully) FR
1892,Morcles
2074,Marin-Centre
9479,Gretschins
9479,Malans SG
8540,Frauenfeld ST PP 1
8530,Frauenfeld CALL
4640,HÑrkingen ST PP 1
4630,HÑrkingen CALL
1330,Daillens CALL
1320,Daillens ST PP 1
6010,Kriens 1
6010,Kriens 2 Sternmatt
6010,Kriens 2
1897,Port-Valais
6500,Bellinzona VZ
8080,ZÅrich PV
3989,Grafschaft
2500,Biel/Bienne 10
1200,Genäve 18
8564,Hattenhausen
3000,Bern 90
1440,Montagny-Chamard
2149,Fretereules
2149,Brot-Dessous
9249,Oberstetten
9249,Niederstetten
8564,Gunterswilen
4065,Basel SBB Cargo AG
1806,St-LÇgier Dist
3815,GÅndlischwand
1023,Crissier 2
1023,Crissier 1
3860,Schattenhalb
2610,Les Pontins
1617,Tatroz
8075,ZÅrich
1096,Villette (Lavaux)
4080,Basel
6383,Wirzweli
2333,La Cibourg
2616,La Cibourg
8556,Lamperswil TG
6039,Root D4
2037,Montezillon
3000,Bern 7 BÑrenplatz
1820,Territet
3963,Crans-Montana 1
3963,Crans-Montana 2
6939,Arosio-Mugena
8253,Diessenhofen Zust
2338,Muriaux
2748,Les Ecorcheresses
6830,Chiasso 1 ZF
6900,Lugano MailSource
1162,St-Prex Dist
8615,Freudwil
6422,Steinen Zustellung
5415,Nussbaumen AG Zust
3661,Uetendorf Zust
3770,Zweisimmen Zust
3775,Lenk i. S. Zust
1223,Cologny Dist
1964,Conthey Dist
3454,Sumiswald Zust
6710,Biasca Dist
6963,Pregassona Dist
3920,Zermatt Zustellung
1969,Eison (St.Martin)
3977,Granges VS Dist
4034,Basel 34 Breite
4035,Basel
1618,ChÉtel-Denis Dist
1805,Jongny Dist
1965,Saviäse Dist
8606,NÑnikon Zust
1450,Ste-Croix Dist
3623,Buchen BE
4588,Brittern
4416,Bubendorf Zust
4089,Basel
9545,WÑngi Zustellung
9463,Oberriet SG Zust
9113,Degersheim Zust
8762,Schwanden GL Zust
8472,Seuzach Zustellung
6330,Cham 1
5415,Hertenstein AG
5415,Rieden AG
8596,MÅnsterlingen
8068,ZÅrich
9604,Unterrindal
3071,Ostermundigen Zust
2013,Boudry Dist Ba
9444,Diepoldsau Zust
4033,Basel
8902,Urdorf Dist Ba
8902,Urdorf Sortierst.
3976,ChampzabÇ
4081,Basel
4082,Basel
3072,Omundigen RÅti FÑ
3039,Bern PF OC
4042,Basel PF OC
3983,Greich
1816,Chailly Dist
8240,Thayngen Zust
3436,ZollbrÅck Zust
3537,Eggiwil Zustellung
3627,Heimberg Zust
3715,Adelboden Zust
3780,Gstaad Zustellung
3818,Grindelwald Zust
5242,Birr-Lupfig Zust
5312,Dîttingen Zust
5605,Dottikon Zust
5703,Seon Zustellung
5726,Unterkulm Zust
6023,Rothenburg Zust
6037,Root Zustellung
6043,Adligenswil Zust
6045,Meggen Zustellung
6055,Alpnach Zustellung
6374,Buochs Zustellung
3071,Ostermundi Dist Ba
4083,Basel
4084,Basel
4085,Basel
4086,Basel
4087,Basel
4088,Basel
8081,ZÅrich
1347,Le Sentier Dist
1304,Cossonay Dist
4092,Basel SPI AS 22
4093,Basel SPI AS 23
4094,Basel SPI AS 24
4095,Basel SPI AS 25
4096,Basel SPI AS 26
9494,Schaan Zustellung
8901,Urdorf
8546,MenzengrÅt
4665,Oftringen SPN
8450,Andelfingen Zust
2035,Corcelles NE Dist
3175,Flamatt Zustellung
6017,Ruswil Zustellung
6162,Entlebuch Zust
6170,SchÅpfheim Zust
6182,Escholzmatt Zust
8722,Kaltbrunn Zust
8494,Bauma Zustellung
6204,Sempach Stadt
7078,Lenzerheide Zust
3041,Bern
4041,Basel
8107,Buchs ZH Zust
8488,Turbenthal Zust
8907,Wettswil Zust
8932,Mettmenstetten Zus
7050,Arosa Zust
9489,Schaan Log
3053,LÑtti
3256,Seewil
4551,Derendingen
1934,Le ChÉble VS Dist
1071,Chexbres Dist
1854,Leysin Dist
8135,Sihlwald
8152,Glattpark(Opfikon)
1211,Genäve 94 UBS
1607,PalÇzieux Dist
5645,Fenkrieden
4075,Basel
9022,St. Gallen
8820,WÑdenswil Dist Ba
5400,Baden IM
9602,Bazenheid Zust
7430,Thusis Zustellung
7130,Ilanz Zustellung
1926,Fully Dist
1296,Coppet Dist
1782,Formangueires
7513,Silvaplana-Surlej
7250,Klosters Zust
8543,Gundetswil
4089,Basel SPI GLS
3940,Steg-Gampel
8109,Kloster Fahr
1019,Lausanne
1039,Cheseaux Polyval
6346,Baar 3
6331,HÅnenberg Zust
6346,Baar 3 Dist Ba
3085,Wabern Weihnachten
1211,Genäve 73
5610,Dintikon LCD
8952,Schlieren DS
1300,EclÇpens CC
1951,Sion CLVTR
3050,Bern DS
3070,Ostermundigen LZB
4002,Basel LZB
4621,HÑrkingen BZ
6010,Kriens LZB
6590,Cadenazzo (CLL)
7000,Chur LRV
8010,ZÅrich SPS AG
9200,Gossau SG LZB
4702,Oensingen Hub
9494,Schaan BZ
1148,La Coudre
1919,Martigny Mutuel
8096,ZÅrich IBRS local
1920,Martigny Gare CFF
1001,Lausanne Sozialb.
1700,Fribourg PF Fil.
4808,Zofingen PF
4800,Zofingen PFinance
3400,Burgdorf Filiale
4807,Zofingen PF
8010,ZÅrich BZI
1311,EclÇpens SC
4611,HÑrkingen SC
8011,ZÅrich MÅlligen SC
8010,ZÅrich BZ AST
8060,ZÅrich
8362,Bichelsee-Baltersw
6002,Luzern Uni PG
8352,Ricketwil
4310,Rheinfelden SPI
4133,Pratteln SPI
6333,HÅnenberg See
4621,HÑrkingen SPS AG
4809,Zofingen PF
3400,Burgdorf PF mob
4809,Zofingen PF UBS
6039,Root LÑngenbold SH
8059,ZÅrich 59 EO
8059,ZÅrich 59 Ausland
8545,Rickenbach Sulz
8543,Kefikon ZH
8310,Grafstal
8465,Wildensbuch
3017,Bern Zustellung
8471,Oberwil (DÑgerlen)
8471,Berg (DÑgerlen)
8471,BÑnk (DÑgerlen)
9494,Schaan BZ GKS
9301,Wittenbach
1300,EclÇpens CC DÇpìt
8412,Riet (Neftenbach)
8412,HÅnikon
6511,Cadenazzo SC
8074,ZÅrich Voice Pub
8050,ZÅrich Oerlikon DB
6430,Schwyz SKB
5643,Meienberg
3823,Kleine Scheidegg
3823,Eigergletscher
1532,FÇtigny Dist Fil
1880,Bex Dist Fil
3029,Bern
8200,Schaffhausen PF
1860,Aigle Gare CFF
6500,Bellinzona FFS
5200,Brugg Bahnhof SBB
6440,Brunnen SBB
9471,Buchs Bahnhof SBB
8180,BÅlach Bahnhof SBB
6830,Chiasso FFS
8953,Dietikon SBB
8307,Effretikon SBB
7302,Landquart SBB
5600,Lenzburg SBB
4410,Liestal SBB
6600,Locarno FFS
1260,Nyon Gare CFF
4702,Oensingen SBB
8808,PfÑffikon SBB
1020,Renens Gare CFF
4310,Rheinfelden SBB
6343,Rotkreuz SBB
8630,RÅti Bahnhof SBB
4500,Solothurn SBB
6210,Sursee Bahnhof SBB
8800,Thalwil SBB
3930,Visp Bahnhof SBB
1400,Yverdon CFF
8866,ZiegelbrÅcke SBB
4800,Zofingen SBB
8820,WÑdenswil SBB
6304,Zug Bahnhof SBB
6900,Lugano FSS
3000,Bern BrÅnnen
3030,Bern LOGIPV
4621,HÑrkingen Briefkl.
9050,Appenzell Eggerst.
9050,Appenzell Enggenh.
9050,Appenzell Meister.
9050,Appenzell Steinegg
9050,Appenzell Schlatt
9057,Wasserauen
9108,Gontenbad
6000,Luzern 1 PF
9108,Jakobsbad
9442,BÅriswilen
3070,Ostermundigen BHS
7110,Peiden
8012,ZÅrich
1300,EclÇpens SAB
6595,Riazzino Dist
6987,Caslano Dist
6593,Cadenazzo Dist
5506,MÑgenwil Dist Ba
5506,MÑgenwil GKA
5506,MÑgenwil PL Hub
5506,MÑgenwil HUB
1663,Epagny Dist
1356,La Russille
8307,Effretikon PAG
9245,Sonnental
1227,Genäve Carouge
4310,Rheinfelden PAuto
8010,ZÅrich BZI DE
1006,Lausanne Ouchy
1003,Lausanne Centre
1032,Romanel Shell
2802,Develier PostAuto
4053,Basel Shell
4106,Therwil Shell
8008,ZÅrich Tbrunnen
8080,ZÅrich West SPS
8302,Kloten Bahnhof SBB
2340,Le Noirmont Dist
1003,Lausanne PF
6000,Luzern 2
1219,Lignon B&V GK
1219,Lignon B&V GK 2
3206,Ferenbalm
3206,Biberen
3206,Gammen
4800,Zofingen B&V GK
5405,Baden B&V GK 2
5405,Baden B&V GK
8852,Altendorf B&V GK
8852,Altendorf B&V GK 2
4204,Himmelried Pauto
7000,Chur B&V GK 2
7000,Chur B&V GK
8305,Dietlikon Shell
8153,RÅmlang Shell
1762,Givisiez PickPost
2360,Le BÇmont JU
2362,Montfaucon
2362,Montfavergier
2363,Les Enfers
2364,St-Brais
3030,Bern KC PK 4
3030,Bern KC PK 5
6010,Kriens KC PGGK2
9020,St. Gall. KC PKGK5
6000,Luzern Bahnhof SBB
4600,Olten Personal
8002,ZÅrich Enge
1905,DorÇnaz PA
1001,Lausanne PF331-120
1001,Lausanne PF331-140
1001,Lausanne Jurassien
4800,Zofi. KC PKGK 3
8010,ZÅrich Kanton An.
8010,ZÅrich Helsana
8010,ZÅrich CS Annahme
9030,St. Josefen
8723,Maseltrangen
1000,Lausanne CT
3434,Landiswil
8970,Urdorf Exchange
1984,La Tour VS
1985,La Forclaz VS
1985,Villa (Evoläne)
1401,Yverdon Conseil
1920,Martigny PF
3071,Ostermundigen KATA
5412,Vogelsang AG
8645,Jona Buech Gewerbe
5405,Baden TÑfern
4621,HÑrkingen BZ FP
1300,EclÇpens CC AP
1997,Sornard (Nendaz)
8812,Horgen Bhf Oberd.
9533,Dietschwil
2301,La Chx-de-F. Combe
8162,SÅnikon
8332,Rumlikon
8322,GÅndisau
8371,Busswil TG
3930,Visp Verkauf
4621,HÑrkingen SPS DO
4800,Zofi. KC PKGK4
6023,Rothenburg DIST BA
4800,Zofi. KC PKGK 5
3072,Ostermundigen Ober
1300,EclÇpens Clinique
8010,ZÅrich Briefklinik
7212,Seewis-Pardisla
7212,Seewis-Schmitten
8050,ZÅrich Nord VZ
8340,Hinwil VZ
8212,Neuhausen Rundbuck
9023,St. Gallen
4144,Arlesheim Hub
4800,Zofingen KC PK 2
1200,Genäve Les Acacias
5000,Aarau Altstadt
1920,Martigny PF331-130
1000,Lausanne 10
1000,Lausanne 18
3075,Vielbringen Worb
1800,Vevey Orient
6000,Luzern Altstadt
8574,Lengwil
8574,Dettighofen Lengw.
1663,Gruyäres V. Ville
1762,Givisiez DB AFP
1880,Les Posses-sur-Bex
6590,Cadenazzo CLL AP
9200,Gossau SG LZB FP
1953,Sion RZ
8030,ZÅrich
8155,Nassenwil
4800,Zofingen Abg. St
1345,Le SÇchey
1580,Donatyre
1721,Cournillens
8006,ZÅrich Asendia
5225,Bîzberg
3961,Mission
4604,Olten 4 Hammer
1310,Daillens PL3
1532,FÇtigny PL3
3030,Bern PL3
4133,Pratteln PL3
4665,Oftringen PL3
4704,Niederbipp PL3
5506,MÑgenwil PL3
5606,Dintikon PL3
5612,Villmergen PL3
6593,Cadenazzo PL3
8422,Pfungen PL3
8902,Urdorf PL3
4504,Solothurn
2305,La Chaux-de-Fonds
1965,Diolly (Saviäse)
1965,La Muraz (Saviäse)
6010,Kriens ContCent
8580,Biessenhofen
1232,Confignon Cressy
5312,Dîttingen-Klingnau
4028,Basel
6203,Sempach Bahnhof GK
8509,Frauenfeld
8970,Urdorf Exchange PL
3030,Bern PAS
5313,Klingnau Wiesenweg
8953,Dietikon Silbern
6875,Campora
6130,Wilisau Bahnhofstr
8403,Winterthur
